OperationId,OperationName,FieldKey,NonZeroCount,DistinctValueCount,SampleValues,TokenRenderings,SemanticSummary,Confidence,TriageBucket,TriageScore,TriageNotes,ContextTags,Notes
1,DAMAGE,ExtData[5].Val9,2,1,1,(none),DAMAGE ext-data slot-presence marker for minority slot-local damage branches.,Structural,Low,47,4270 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","2 non-zero observation(s) across 3963 component row(s); example component ids: 12966, 18780. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 5. This field is almost always fixed at 1 when present, so it behaves like a branch marker or enabled-flag rather than a free scalar. Dominant raw values: 1 x2. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
1,DAMAGE,ExtData[6].Val1,560,2,"1, 2",(none),DAMAGE ext-data branch selector for the slot-local damage payload.,Structural,Medium,77,4270 referencing abilities; 560 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","560 non-zero observation(s) across 3963 component row(s); example component ids: 10640, 10650, 10651, 11079, 11090, 11091, 11092, 11097, 11098, 11099, 11101, 11102. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 6. This low-cardinality field splits the dominant DAMAGE payload branches and tracks closely with the neighboring Val2, Val3, and Val7 fields. Dominant raw values: 1 x559, 2 x1. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
1,DAMAGE,ExtData[6].Val2,560,4,"10, 2, 22, 3",(none),DAMAGE ext-data payload-A field for the slot-local damage payload.,Structural,Medium,81,4270 referencing abilities; 560 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","560 non-zero observation(s) across 3963 component row(s); example component ids: 10640, 10650, 10651, 11079, 11090, 11091, 11092, 11097, 11098, 11099, 11101, 11102. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 6. This field mixes compact selector-like values with scalar-looking payloads, so it needs to be read together with the neighboring Val1, Val3, and Val7 fields. Dominant raw values: 10 x483, 22 x60, 3 x16, 2 x1. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
1,DAMAGE,ExtData[6].Val3,560,3,"1, 6, 7",(none),DAMAGE ext-data profile selector for the slot-local damage payload.,Structural,Medium,79,4270 referencing abilities; 560 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","560 non-zero observation(s) across 3963 component row(s); example component ids: 10640, 10650, 10651, 11079, 11090, 11091, 11092, 11097, 11098, 11099, 11101, 11102. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 6. This compact enum-like field behaves like the main profile selector inside the recurring DAMAGE ext-data block. Dominant raw values: 7 x554, 6 x5, 1 x1. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
1,DAMAGE,ExtData[6].Val4,560,1,8,(none),DAMAGE ext-data family marker for the slot-local damage payload.,Structural,Medium,75,4270 referencing abilities; 560 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","560 non-zero observation(s) across 3963 component row(s); example component ids: 10640, 10650, 10651, 11079, 11090, 11091, 11092, 11097, 11098, 11099, 11101, 11102. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 6. This field behaves like a layout-family tag rather than a free scalar and overwhelmingly stays in the 8-family with a small 9-variant minority. Dominant raw values: 8 x560. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
1,DAMAGE,ExtData[6].Val5,492,1,3,(none),DAMAGE ext-data auxiliary selector for minority slot-local damage branches.,Structural,Medium,71,4270 referencing abilities; 492 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","492 non-zero observation(s) across 3963 component row(s); example component ids: 11079, 11090, 11091, 11092, 11097, 11098, 11099, 11101, 11102, 11103, 11122, 11123. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 6. This low-cardinality field only appears in minority DAMAGE ext-data branches and behaves more like an auxiliary selector or modifier than a wide scalar. Dominant raw values: 3 x492. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
1,DAMAGE,ExtData[6].Val6,499,9,"29354, 29355, 395, 4036, 4190, 4224, 50, 5605, 9625",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","499 non-zero observation(s) across 3963 component row(s); example component ids: 11079, 11090, 11091, 11092, 11097, 11098, 11099, 11101, 11102, 11103, 11122, 11123. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 1 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9625."
1,DAMAGE,ExtData[6].Val7,6,2,"1, 10",(none),DAMAGE ext-data payload-B field for the slot-local damage payload.,Structural,Low,49,4270 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","6 non-zero observation(s) across 3963 component row(s); example component ids: 12111, 12125, 12639, 12845, 18302, 1944. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 6. This field behaves like the second profile-specific payload slot and carries the widest scalar-looking values in the recurring DAMAGE ext-data block. Dominant raw values: 10 x5, 1 x1. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
1,DAMAGE,ExtData[6].Val9,64,1,1,(none),DAMAGE ext-data slot-presence marker for minority slot-local damage branches.,Structural,Low,50,4270 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","64 non-zero observation(s) across 3963 component row(s); example component ids: 10640, 10650, 10651, 14082, 14083, 14084, 14085, 14086, 14087, 14088, 14089, 14090. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 6. This field is almost always fixed at 1 when present, so it behaves like a branch marker or enabled-flag rather than a free scalar. Dominant raw values: 1 x64. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
1,DAMAGE,ExtData[7].Val1,1091,2,"1, 2",(none),DAMAGE ext-data branch selector for the slot-local damage payload.,Structural,Medium,103,4270 referencing abilities; 1091 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","1091 non-zero observation(s) across 3963 component row(s); example component ids: 11079, 11090, 11091, 11092, 11097, 11098, 11099, 11101, 11102, 11103, 11122, 11123. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 7. This low-cardinality field splits the dominant DAMAGE payload branches and tracks closely with the neighboring Val2, Val3, and Val7 fields. Dominant raw values: 1 x1089, 2 x2. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
1,DAMAGE,ExtData[7].Val2,1091,9,"10, 22, 3, 37, 4, 46, 50, 7, 73",(none),DAMAGE ext-data payload-A field for the slot-local damage payload.,Structural,Medium,117,4270 referencing abilities; 1091 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","1091 non-zero observation(s) across 3963 component row(s); example component ids: 11079, 11090, 11091, 11092, 11097, 11098, 11099, 11101, 11102, 11103, 11122, 11123. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 7. This field mixes compact selector-like values with scalar-looking payloads, so it needs to be read together with the neighboring Val1, Val3, and Val7 fields. Dominant raw values: 10 x1009, 37 x44, 7 x18, 46 x8, 50 x5, 22 x4. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
1,DAMAGE,ExtData[7].Val3,1091,1,7,(none),DAMAGE ext-data profile selector for the slot-local damage payload.,Structural,Medium,101,4270 referencing abilities; 1091 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","1091 non-zero observation(s) across 3963 component row(s); example component ids: 11079, 11090, 11091, 11092, 11097, 11098, 11099, 11101, 11102, 11103, 11122, 11123. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 7. This compact enum-like field behaves like the main profile selector inside the recurring DAMAGE ext-data block. Dominant raw values: 7 x1091. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
1,DAMAGE,ExtData[7].Val4,1091,1,8,(none),DAMAGE ext-data family marker for the slot-local damage payload.,Structural,Medium,101,4270 referencing abilities; 1091 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","1091 non-zero observation(s) across 3963 component row(s); example component ids: 11079, 11090, 11091, 11092, 11097, 11098, 11099, 11101, 11102, 11103, 11122, 11123. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 7. This field behaves like a layout-family tag rather than a free scalar and overwhelmingly stays in the 8-family with a small 9-variant minority. Dominant raw values: 8 x1091. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
1,DAMAGE,ExtData[7].Val5,1018,1,3,(none),DAMAGE ext-data auxiliary selector for minority slot-local damage branches.,Structural,Medium,97,4270 referencing abilities; 1018 non-zero rows; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","1018 non-zero observation(s) across 3963 component row(s); example component ids: 11079, 11090, 11091, 11092, 11097, 11098, 11099, 11101, 11102, 11103, 11122, 11123. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 7. This low-cardinality field only appears in minority DAMAGE ext-data branches and behaves more like an auxiliary selector or modifier than a wide scalar. Dominant raw values: 3 x1018. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
1,DAMAGE,ExtData[7].Val6,1012,11,"1246, 20188, 20201, 20207, 20987, 27100, 27101, 27102, 4036, 4205, 9622",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","1012 non-zero observation(s) across 3963 component row(s); example component ids: 11079, 11090, 11091, 11092, 11097, 11098, 11099, 11101, 11102, 11103, 11122, 11123. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 1 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9622."
1,DAMAGE,ExtData[7].Val8,16,1,1,(none),DAMAGE ext-data sparse tail payload field for minority slot-local damage branches.,Structural,Low,47,4270 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","16 non-zero observation(s) across 3963 component row(s); example component ids: 185, 186, 187, 188, 189, 190, 191, 192, 193, 8493, 8494, 8504. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 7. This field only appears in minority DAMAGE ext-data branches after the main Val7 payload and behaves like an auxiliary tail parameter. Dominant raw values: 1 x16. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
1,DAMAGE,ExtData[7].Val9,9,1,1,(none),DAMAGE ext-data slot-presence marker for minority slot-local damage branches.,Structural,Low,47,4270 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","9 non-zero observation(s) across 3963 component row(s); example component ids: 1365, 14085, 14086, 14087, 15189, 16839, 17001, 26450, 26451. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring DAMAGE ext-data layouts in extracted client BIN rows for ExtData slot 7. This field is almost always fixed at 1 when present, so it behaves like a branch marker or enabled-flag rather than a free scalar. Dominant raw values: 1 x9. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
4,DAMAGE_CHANGE,ActivationDelay,21,2,"1000, 2000",(none),Delay before the component payload activates after its trigger fires.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","21 non-zero observation(s) across 697 component row(s); example component ids: 13554, 16930, 16931, 16932, 16933, 16934, 16935, 16936, 16937, 16938, 16951, 16954. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This inferred meaning comes from the descriptive client field name and the observed value shapes in extracted client BIN rows. The client-side field name and the observed round-number values indicate a timing control field rather than an enum or identifier. Dominant raw values: 1000 x20, 2000 x1. Exact display formatting is not directly token-confirmed yet."
4,DAMAGE_CHANGE,Duration,349,32,"1000, 10000, 100000, 11000, 12000, 120000, 14000, 15000, 18000, 180000, 2000, 20000",DURA_SECONDS,read the selected component's Duration field and format it as seconds.,Confirmed,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","349 non-zero observation(s) across 697 component row(s); example component ids: 1009, 10138, 10139, 10176, 1034, 1041, 1074, 1085, 11009, 11010, 11052, 11093. Layouts: u32-values. Client-token evidence comes from extracted ability text. Londo rows are last-resort toolkit references and should be treated cautiously."
4,DAMAGE_CHANGE,Interval,8,5,"1000, 10000, 2000, 250, 500",FREQ_SECONDS,read the selected component's Interval field and format it as seconds.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","8 non-zero observation(s) across 697 component row(s); example component ids: 10664, 15509, 18608, 23018, 26746, 27900, 408, 4175. Layouts: u32-values. No direct operation-specific token evidence exists yet. These rows come from the same field key observed in other component operations and are therefore inferred for this operation."
4,DAMAGE_CHANGE,Radius,93,26,"10, 100, 120, 1200, 130, 140, 160, 180, 200, 2000, 240, 250",RADI_FEET,read the selected component's Radius field and format it as feet.,Confirmed,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,Damage,"93 non-zero observation(s) across 697 component row(s); example component ids: 10664, 11009, 11052, 11107, 11385, 11590, 11818, 11965, 12181, 13032, 13257, 13422. Layouts: u32-values. Client-token evidence comes from extracted ability text. Londo rows are last-resort toolkit references and should be treated cautiously."
4,DAMAGE_CHANGE,ConeAngle,4,4,"120, 360, 45, 90",(none),Directional cone arc width used by the component payload.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","4 non-zero observation(s) across 697 component row(s); example component ids: 11107, 22921, 5109, 5182. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This inferred meaning comes from the descriptive client field name and the observed value shapes in extracted client BIN rows. The client-side field name and the observed values align with common arc widths such as 45, 90, 120, 135, 180, and 360. Dominant raw values: 120 x1, 360 x1, 45 x1, 90 x1. Exact display formatting is not directly token-confirmed yet."
4,DAMAGE_CHANGE,FlightSpeed,4,3,"1000, 1200, 3500",(none),Projectile or travel-speed control for the component payload.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","4 non-zero observation(s) across 697 component row(s); example component ids: 1920, 21518, 5182, 5505. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This inferred meaning comes from the descriptive client field name and the observed value shapes in extracted client BIN rows. The client-side field name and the observed values behave like speed magnitudes rather than compact selector enums. Dominant raw values: 3500 x2, 1000 x1, 1200 x1. Exact display formatting is not directly token-confirmed yet."
4,DAMAGE_CHANGE,MaxTargets,24,5,"1, 12, 2, 3, 9",(none),Maximum target-count cap for the component payload.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","24 non-zero observation(s) across 697 component row(s); example component ids: 11052, 11107, 11385, 11590, 11818, 11965, 12181, 15147, 15148, 1627, 18578, 1884. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This inferred meaning comes from the descriptive client field name and the observed value shapes in extracted client BIN rows. The client-side field name and the observed small integer values indicate a hard cap on how many targets the component may affect. Dominant raw values: 9 x18, 1 x2, 3 x2, 12 x1, 2 x1. Exact display formatting is not directly token-confirmed yet."
4,DAMAGE_CHANGE,FlagsRaw,232,3,"2, 4, 52",(none),Packed raw flag bitfield for the component payload.,Structural,Low,40,541 referencing abilities; 232 non-zero rows; flag bitfield candidate; structural role inferred.,"Damage, Heal","232 non-zero observation(s) across 697 component row(s); example component ids: 1034, 1041, 10664, 1074, 1124, 11409, 11535, 1183, 11862, 12263, 12442, 13050. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This structural inference comes from the explicit client field name and the recurring raw bit-pattern values in extracted client BIN rows. The client field name is explicit, but the exact meaning of each bit is still operation-specific and unresolved. Value-note bit positions are zero-based. Dominant raw values: 2 x227, 4 x4, 52 x1. Exact per-bit retail semantics are still unresolved; use the value-profile evidence to inspect recurring flag combinations."
4,DAMAGE_CHANGE,Value08,346,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,32,541 referencing abilities; 346 non-zero rows.,"Damage, Heal","346 non-zero observation(s) across 697 component row(s); example component ids: 1000, 10664, 11160, 1124, 11286, 11332, 11336, 11338, 11341, 11346, 11408, 11409. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,Value15,682,4,"12, 36, 4, 8",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,55,541 referencing abilities; 682 non-zero rows.,"Damage, Heal","682 non-zero observation(s) across 697 component row(s); example component ids: 1000, 1009, 10138, 10139, 10176, 1034, 1041, 10664, 1074, 1085, 11009, 11010. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,Value[0],683,93,"-1, -10, -100, -15, -2, -20, -25, -30, -33, -35, -36, -4",VAL0,read the selected component's Value[0] field and insert the raw numeric result into client text.,Confirmed,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","683 non-zero observation(s) across 697 component row(s); example component ids: 1000, 1009, 10138, 10139, 10176, 1034, 10664, 1074, 1085, 11009, 11010, 11052. Layouts: u32-values. Client-token evidence comes from extracted ability text. Londo rows are last-resort toolkit references and should be treated cautiously."
4,DAMAGE_CHANGE,Value[1],43,7,"-20, 1, 2, 20, 40, 5, 7",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,39,541 referencing abilities; generic value slot.,"Damage, Heal","43 non-zero observation(s) across 697 component row(s); example component ids: 13183, 13765, 13950, 13957, 16616, 16617, 16900, 16980, 18575, 18578, 20089, 21013. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,Value[2],5,4,"-10, -33, 10, 5",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,31,541 referencing abilities; generic value slot.,"Damage, Heal","5 non-zero observation(s) across 697 component row(s); example component ids: 13351, 16616, 16617, 20089, 5807. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,Value[5],1,1,90,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,25,541 referencing abilities; generic value slot.,"Damage, Heal",1 non-zero observation(s) across 697 component row(s); example component ids: 8723. Layouts: u32-values. No client-token evidence or manual override exists yet for this field.
4,DAMAGE_CHANGE,Value[6],1,1,90,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,25,541 referencing abilities; generic value slot.,"Damage, Heal",1 non-zero observation(s) across 697 component row(s); example component ids: 8723. Layouts: u32-values. No client-token evidence or manual override exists yet for this field.
4,DAMAGE_CHANGE,Multiplier[0],697,3,"100, 5, 5000",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,541 referencing abilities; 697 non-zero rows; multiplier-array noise.,"Damage, Heal","697 non-zero observation(s) across 697 component row(s); example component ids: 1000, 1009, 10138, 10139, 10176, 1034, 1041, 10664, 1074, 1085, 11009, 11010. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,Multiplier[1],697,8,"10, 100, 1000, 200, 2500, 400, 500, 600",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,541 referencing abilities; 697 non-zero rows; multiplier-array noise.,"Damage, Heal","697 non-zero observation(s) across 697 component row(s); example component ids: 1000, 1009, 10138, 10139, 10176, 1034, 1041, 10664, 1074, 1085, 11009, 11010. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,Multiplier[2],697,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,541 referencing abilities; 697 non-zero rows; multiplier-array noise.,"Damage, Heal","697 non-zero observation(s) across 697 component row(s); example component ids: 1000, 1009, 10138, 10139, 10176, 1034, 1041, 10664, 1074, 1085, 11009, 11010. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,Multiplier[3],697,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,541 referencing abilities; 697 non-zero rows; multiplier-array noise.,"Damage, Heal","697 non-zero observation(s) across 697 component row(s); example component ids: 1000, 1009, 10138, 10139, 10176, 1034, 1041, 10664, 1074, 1085, 11009, 11010. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,Multiplier[4],697,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,541 referencing abilities; 697 non-zero rows; multiplier-array noise.,"Damage, Heal","697 non-zero observation(s) across 697 component row(s); example component ids: 1000, 1009, 10138, 10139, 10176, 1034, 1041, 10664, 1074, 1085, 11009, 11010. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,Multiplier[5],697,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,541 referencing abilities; 697 non-zero rows; multiplier-array noise.,"Damage, Heal","697 non-zero observation(s) across 697 component row(s); example component ids: 1000, 1009, 10138, 10139, 10176, 1034, 1041, 10664, 1074, 1085, 11009, 11010. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,Multiplier[6],697,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,541 referencing abilities; 697 non-zero rows; multiplier-array noise.,"Damage, Heal","697 non-zero observation(s) across 697 component row(s); example component ids: 1000, 1009, 10138, 10139, 10176, 1034, 1041, 10664, 1074, 1085, 11009, 11010. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,Multiplier[7],697,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,541 referencing abilities; 697 non-zero rows; multiplier-array noise.,"Damage, Heal","697 non-zero observation(s) across 697 component row(s); example component ids: 1000, 1009, 10138, 10139, 10176, 1034, 1041, 10664, 1074, 1085, 11009, 11010. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[0].Val1,478,3,"1, 2, 3",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Medium,77,541 referencing abilities; 478 non-zero rows; ext-data slot.,"Damage, Heal","478 non-zero observation(s) across 697 component row(s); example component ids: 1000, 10138, 10139, 10176, 1034, 10664, 1074, 11009, 11010, 11052, 11093, 11107. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[0].Val2,469,28,"1, 10, 11, 12, 13, 14, 15, 16, 18, 19, 2, 20",(none),ExtData slot 0 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","469 non-zero observation(s) across 697 component row(s); example component ids: 1000, 10138, 10139, 10176, 1034, 10664, 1074, 11009, 11010, 11052, 11093, 11107. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 439 of 469 observed values (93%) resolve to a named ComponentOperation. Dominant observed values: 2=STAT_CHANGE x74, 3=HEAL x73, 10=RESSURRECT x54, 15=EFFECT_BUFF x45, 12=CC x34, 19=MORALE_CHANGE x31, 8=VELOCITY x23, 6=AP_CHANGE x21. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
4,DAMAGE_CHANGE,ExtData[0].Val3,478,6,"1, 2, 4, 5, 6, 7",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Medium,83,541 referencing abilities; 478 non-zero rows; ext-data slot.,"Damage, Heal","478 non-zero observation(s) across 697 component row(s); example component ids: 1000, 10138, 10139, 10176, 1034, 10664, 1074, 11009, 11010, 11052, 11093, 11107. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[0].Val4,478,2,"8, 9",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Medium,75,541 referencing abilities; 478 non-zero rows; ext-data slot.,"Damage, Heal","478 non-zero observation(s) across 697 component row(s); example component ids: 1000, 10138, 10139, 10176, 1034, 10664, 1074, 11009, 11010, 11052, 11093, 11107. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[0].Val5,38,2,"3, 9",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,53,541 referencing abilities; ext-data slot.,"Damage, Heal","38 non-zero observation(s) across 697 component row(s); example component ids: 11674, 12467, 1448, 1452, 16804, 16805, 18316, 20082, 21517, 21518, 21519, 21520. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
4,DAMAGE_CHANGE,ExtData[0].Val6,204,83,"100, 1000, 1003, 1020, 1062, 1125, 1131, 1150, 1151, 1206, 1218, 1288",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Heal","204 non-zero observation(s) across 697 component row(s); example component ids: 10138, 10139, 10664, 11160, 11261, 11286, 11336, 11338, 11341, 11346, 11450, 11451. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 5 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9009, 9013, 9057, 9151, 9197."
